,Costo,Ubicacion,No_habitaciones,No_banios,No_estacionamiento,No_metros,Descripcion
877,8000,Conjunto Residencial El Pilar,1,1.0,1.0,,"sala-comedor, cocina, área de lavado, 1/2 baño y closet de blancos pequeño 1 recamara con vestidor y baño completo 
cochera techada para 1 auto 
elevador, gym y salón de usos múltiples"
878,9000,Sta Cruz Buenavista,2,2.0,2.0,,"departamento en excelente ubicación, cerca de centros comerciales, escuelas, universidades.
características:
sala, comedor, cocina integral, cochera 2 autos, 2 recamaras, 2 baños, área de lavado.
área verde
vigilancia las 24 horas
se renta en $9,500 con mtto incluido"
879,3500,Centro,1,1.0,,,"nocnok id: mx20-if0811. descripción

el edificio cuenta con 17 habitaciones, tipo estudio semi amueblados y con baño propio.
además de una cocina común y un cuarto de vigilancia

*nota * consta de 1 habitación individual amueblada para 1 persona 
incluye: 
1 cama
1 buro
1 escritorio
1 silla
closet
baño
agua, luz, gas

hay disponibles 9 departamentos sencillos semi amueblados con cama individual, buro, escritorio, closet y baño completo. de $3,500

*nota * consta de 1 habitación para 2 personas, incluye: de $5,500
2 camas
2 buro
1 escritorio
1 silla
closet
baño
agua, luz, gas

y 6 dobles con 2 camas. la renta incluye mantenimiento, agua, luz, gas e internet. de $ 5,500

advertencia:  recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. nocnok no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
880,15000,La Paz,2,3.0,,,"nocnok id: mx20-if7311. sala comedor, cocina integral, área de lavado, 1/2 baño, clóset de blancos, 2 recámaras con baño y clóset, cochera techada 2 autos, bodega, vigilancia 24 hrs.

advertencia:  recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. nocnok no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
881,10000,San José Del Puente,2,2.0,,,"nocnok id: mx20-if7630. sala, comedor, cocina integral área de lavado, 2 recamaras, principal con baño cochera techada 2 autos

el edificio cuenta con elevador y vigilancia las 24 hrs

hay departamentos desde $10,000  y de $ 15,000 amueblado

advertencia:  recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. nocnok no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
882,13500,Centros Comerciales Desarrollo Atlixcayotl,3,2.0,,,"departamento en renta en reserva territorial atlixcayotl inspiralta. 3 habitaciones, 2 baños, 2 estacionamientos, 102m2 construcción. cuenta con cisterna, elevador, sistema hidroneumatico, cocina integral, lavandería, bodega, tenniscourt, vigilance. nocnok id: mx20-if7204.

advertencia:  recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. nocnok no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
883,25000,Centro Comercial Puebla,2,2.0,,,"sala comedor, cocina integral, 2 recamaras con 2 baños completos, cuarto de lavado, 2 cochera techadas, 

el edificio cuenta con elevador, vigilancia las 24 hrs 
amenidades, como:

áreas verdes, asadores, alberca techada, salón de usos múltiples, spa, sauna, center de bussines, roof garden común"
884,14000,La Concepción,1,2.0,,,"nocnok id: mx20-iu7852. ubicado en un conjunto de 4 lofts, 1 departamento y 1 suite, esta el loft 2, que tiene 74 metros cuadrados de construcción, totalmente amueblado con decoración industrial estilo chelsea, un estilo único en puebla.
 
la entrada de loft esta ubicada en la plaza del arbol, con una terraza, que al abrir la gran puerta, que integra la terraza con la sala.

en la planta baja, esta:
sala, comedor, cocina integral, medio baño, cuarto de lavado y despensa, patio de ventilación y desván.

en la planta media o mezanine, tiene:
amplio cuarto con cama queen, vestidor y baño completo, amplio corredor oficina y terraza hacia la plaza de villas florencia.

roof garden, comunicado con la gran escalera de caracol que comunica todo el loft. 

servicios:
amueblado;
muebles, 
tv con cablevision;
conserjería 24 hrs/365 días; 
video vigilancia;
limpieza 2 veces por semana (no ropa, no platos o trastes de cocina);
en la renta se incluye, luz, agua, gas, cable e internet;
wi-fi inalambrico;
sistema de filtrado de agua;

villas florencia, esta ubicado en la colonia residencial lomas de zavaleta, dentro del perímetro de 1 km se encuentra superama, restaurantes, tintorerías, laboratorios, oficie depot, gasolineras, bancos, etcétera.

advertencia:  recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. nocnok no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
885,7500,Puebla,3,2.0,,,"departamento en renta en renta dpto. zona animas y blvd. atlixco, cerca de la noria. 3 habitaciones, 2 baños, 1 estacionamientos, 90m2 construcción. cuenta con cisterna, cocina integral, vigilancia."
886,16000,Reforma Agua Azul,2,2.0,,,"nocnok id: mx20-jd9958. sala comedor, cocina integral, cuarto de lavado, sala de tv. 2 recamaras 2 baños, cochera techada para 2 autos, bodega, 
vigilancia las 24hrs
roof garden
áreas verdes

advertencia:  recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. nocnok no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
887,12500,Centro Recreativo Agua Azul,2,2.0,,,"departamentos nuevos en venta/renta en col. reforma agua azul, puebla, puebla. constan de sala-comedor, cocina integral con granito y barra, cuarto de t.v. (o estudio). dos recámaras con baño completo cada una (la principal con vestidor y  balcón). área de servicio. estacionamiento techado para 2 autos. jardín en área común. cristal templado en baños, ventanería pvc, vidrios termoacústicos, gas natural, luz led, cisterna común con  hidroneumático independiente. acabados en mármol y encino. se admiten mascotas pequeñas. edificio de 5 pisos con 4 departamentos, uno por piso.  vigilancia 24/7. ubicado a media cuadra del circ. juan pablo ii,  a unas calles de sams, superama la noria, centro comercial angelópolis, plaza solesta, cotsco y  mega, muy cerca de la calle 11 sur. precio de renta mxn $12,500.00 incluye cuota de mantenimiento de $500.00."
888,12500,Pino Suárez,2,2.0,1.0,85.0,"departamento nuevo en renta cerca de galerías serdan, vw (finsa) y la universidad tecmilenio (campus puebla)
* planta baja
* 2 recamara con amplio closet
* 2.5 baños 
* cocina integral
* área de servicio con instalación para lavadora
* 1 estacionamiento con vigilancia
* 85 m2
* closet de visita
* persianas y lamparas 
* bodega
amenidades:  *gym *salón de juegos o salón de usos múltiples*áreas verdes *área infantil
$12,500.00 mensuales"
889,9500,La Paz,2,2.0,2.0,,"departamento en renta en reforma sur por suburbia y walmart
col. la paz en puebla
* 2 recamaras con baño completo
* cocina integral 
* área de servicio 
* 2 estacionamientos con portón eléctrico 
* vigilancia 
* roof garden 
* $9,500.00 mensuales con mantenimiento incluido
***"
890,8900,Reserva Territorial Atlixcáyotl,3,3.0,2.0,,"**** precio incluye mantenimiento

torres mayorazgo

-3 recamaras con closet ?? principal con baño completo ??
- baño completo ??
- cocina con barra ?
- sala comedor ????
- área de tv ??
- zotehuela ??
- 2 cajones de estacionamiento
- elevador
- gas natural

?? amenidades
- salón de usos múltiples ??
- área de juegos ????
- canchita de fútbol ????
- asadores ??
- áreas verdes ??"
891,14700,Centros Comerciales Desarrollo Atlixcayotl,2,2.0,,,"frente a parque del arte
cuenta con:
sala
comedor
cocina
cuarto de servicio con baño
sala de tv
recamara principal con vestidor y baño
recamara con baño y closet
2 estacionamientos

la torre cuenta con elevador"
892,15000,Santa Cruz Buenavista Norte,3,2.0,,,"excelente ubicación cerca de plaza triangulo las animas y calzada zavaleta.

amplia cocina integral equipada
sala comedor
3 recamaras con clóset, persianas y balcón
2 baños completos
cuarto de lavado
roof top
bodega
2 cajones de estacionamiento.
cisterna, hidroneumático, sistema de seguridad"
893,7000,Reserva Territorial Atlixcáyotl,2,1.0,1.0,,"renta de departamento amueblado, cuenta con 2 recámaras, 1 baño, cocina integral, gas natural, 1 estacionamiento, vigilancia 24 hrs.
incluye: luz, gas, agua y mantenimiento del fraccionamiento incluído. (el precio no incluye internet, en caso de solicitarlo el precio de renta sería de $7700).
no cuenta con elevador.
muy cerca de paseo destino, 11 sur, 5 min de hospital puebla y ángeles, tecnológico de monterrey.
mir."
894,14000,Reserva Territorial Atlixcáyotl,2,3.0,2.0,,"conoce departamento ubicado en el primer piso.
la ubicación es inmejorable en una de las zonas de moda de la ciudad de puebla. muy cercano a costco, centros comerciales angelópolis y solesta, 
cercano a universidades ibero y tec de monterrrey.
mantenimiento $ 2,000.00
llama y solicita cita"
895,20000,Reserva Territorial Atlixcáyotl,2,2.0,3.0,,"hermoso y cómodo departamento, con inigualable ubicación; cerca de zona comercial con restaurantes, centros comerciales y diversos hoteles.

el departamento esta listo para mudarte, esta amueblado con un toque moderno que hará disfrutarlo día a día.

140 m2 en el que se distribuyen 2 recámaras, 2 1/2 baños, sala de tv, cocina equipada, cuarto de servicio con baño, patio de servicio, área de lavadora; además cuenta con cochera para 3 autos, bodega, y amenidades como: paddle, alberca, gimnasio, área de usos múltiples y jardín."
896,19000,Reserva Territorial Atlixcáyotl,3,4.0,2.0,,"torre la cima se ubica dentro del conjunto residencial la cima, ofreciendo doble filtro de seguridad, cámaras con circuito cerrado, y cerca eléctrica. es un desarrollo vertical moderno, de tipo residencial con un total de 24 niveles, 63 departamentos tipo, 5 penthouse, 4 sky lofts.

el departamento 17-c cuenta con:

sala, comedor, cocina, 3 recámaras, 3 baños completos ,1 1/2 baño, cuarto de lavado y planchado, cuarto de servicio con baño, 1 bodega, 2 cajones de estacionamiento independientes, mantenimiento incluido.

áreas comunes:

sala de cine
gimnasio
salón de usos múltiples con cocina
terrazas
ludoteca
bussines center
salón de juegos
recepción
elevadores panorámicos
estacionamiento
especificaciones técnicas:

climatización a base de pilas de concreto con una profundidad promedio de 11.50 m. estructura de concreto en base a marcos rígidos de concreto y losa de tipo prefabricada de vigueta y bovedilla de poliestileno. el concreto para todos los elementos estructurales de resistencia fc=350

acero: todo el acero de refuerzo de resistencia fy=4200kg/cm2
muros divisorios de nova block múltiperforado de 10x20x33 cm marca novaceramic , con una resistencia a la compresión de 90kg/m2 y resistencia al esfuerzo cortante de 3.5kg/cm2.
acabado terminado en muros de aplanado de yeso y pintura vinílica marca comex.
pafond de tablaroca tipo estándar de 13mm
piso línea porcelanato y cerámica línea interceramic de primera así como todo los adhesivos.
piso laminado en planta alta. marca terza de 8mm
carpintería en puertas de pino forrada con encino de 6mm
herrajes en puertas marca hafele
carpintería en closets de madera solida banak 3/4 entintado y cristal esmerilado de 4mm
carpinteria en cocina fabricada en melamina blanca de 16mm. cajones y puertas de mdf 16 mm con acabado en pvc color alto brillo. incluye estufa y campana marca mabe.
muebles de baño y accesorios marca helvex
cubiertas para baños en mármol grano de sal pulido brillante
cancelería alubín, vidrio claro de 6mm, tintex verde 6mm, vidrio claro con película esmeril. incluye mosquitero fijo integrado."
897,17000,Corredor Comercial Desarrollo Atlixcayotl,2,2.0,2.0,,"departamento en residencial torre palmas en renta, lujoso departamento en torre iii con excelente ubicación, en el corazón de la zona comercial mas importante de puebla.

conjunto de tres lujosos edificios de 14 pisos cada uno, con áreas comunes:

áreas verdes
juegos infantiles
alberca
gimnasio equipado
centro de negocios
jardines
salón de fiestas
cancha de paddle

el departamento cuenta con dos recámaras, sala, comedor, cocina equipada, dos baños, dos cajones de estacionamiento, caseta de vigilancia, elevadores. precio más iva, mantenimiento incluido.

https://propiedades.braitec.mx/"
898,8600,Sta Cruz Buenavista,2,2.0,1.0,,departamentos amueblados 2 recamaras 2 baños 1 estacionamiento sala comedor cocina integral cuenta con seguridad privada incluye luz agua limpieza áreas comunes vive a 5 minutos de universidad madero y universidad udlap. cerca de tiendas transporte público. ideal para vivir.
899,15000,Centro Comercial Angelopolis,2,3.0,2.0,100.0,"renta departamento nivel 7 frente al jardin del arte
2 recamaras la principal muy amplia la con closet y baño completo, 1 baño de visitas, 1 baño completo, cuarto de servicio con baño completo, area de lavado, sala, comedor, cocina con isla y barra de granito, estacionamiento para 2 autos, la renta incluye mantenimiento, cuenta con un salon de usos multiples con capacidad para 50 personas.

agenda tu cita con nosotros, y disfruta de una excelente ubicacion, cerca de universidades, hospitales, transporte publico, centros comerciales."
